cmd,speed,acc
50.0,2.2,0.5633193
55.0,2.2,0.5633193
60.0,2.2,0.5633193
65.0,2.2,0.5633193
70.0,2.2,0.5633348
75.0,2.2,0.56332946
80.0,2.2,0.56332964
0.0,2.4000000000000004,0.5633282
5.0,2.4000000000000004,0.5633279
10.0,2.4000000000000004,0.5633276
15.0,2.4000000000000004,0.56332755
20.0,2.4000000000000004,0.56332755
25.0,2.4000000000000004,0.5633276
30.0,2.4000000000000004,0.56332767
35.0,2.4000000000000004,0.5633277
40.0,2.4000000000000004,0.5633278
45.0,2.4000000000000004,0.56332785
50.0,2.4000000000000004,0.5633279
55.0,2.4000000000000004,0.56332797
60.0,2.4000000000000004,0.563328
65.0,2.4000000000000004,0.563328
70.0,2.4000000000000004,0.563328
75.0,2.4000000000000004,0.563328
80.0,2.4000000000000004,0.5633281
0.0,2.6,0.5633281
5.0,2.6,0.5633281
10.0,2.6,0.5633281
15.0,2.6,0.5633281
20.0,2.6,0.5633281
25.0,2.6,0.5633338
30.0,2.6,0.56333184
35.0,2.6,0.56333196
40.0,2.6,0.5633314
45.0,2.6,0.56333137
50.0,2.6,0.5633312
55.0,2.6,0.56333125
60.0,2.6,0.56333125
65.0,2.6,0.56333125
70.0,2.6,0.56333125
75.0,2.6,0.5633313
80.0,2.6,0.56333137
0.0,2.8000000000000003,0.56333137
5.0,2.8000000000000003,0.56333137
10.0,2.8000000000000003,0.56333137
15.0,2.8000000000000003,0.5633314
20.0,2.8000000000000003,0.5633314
25.0,2.8000000000000003,0.5633314
30.0,2.8000000000000003,0.5633314
35.0,2.8000000000000003,0.5633315
40.0,2.8000000000000003,0.5633315
45.0,2.8000000000000003,0.5633315
50.0,2.8000000000000003,0.5633315
55.0,2.8000000000000003,0.5633315
60.0,2.8000000000000003,0.5633315
65.0,2.8000000000000003,0.5633333
70.0,2.8000000000000003,0.5633327
75.0,2.8000000000000003,0.5633327
80.0,2.8000000000000003,0.56333256
0.0,3.0,0.5633325
5.0,3.0,0.56333244
10.0,3.0,0.56333244
15.0,3.0,0.56333244
20.0,3.0,0.56333244
25.0,3.0,0.5633325
30.0,3.0,0.5633325
35.0,3.0,0.5633325
40.0,3.0,0.5633325
45.0,3.0,0.56333256
50.0,3.0,0.5633325
55.0,3.0,0.56333256
60.0,3.0,0.56333256
65.0,3.0,0.56333256
70.0,3.0,0.56333256
75.0,3.0,0.56333256
80.0,3.0,0.56333256
0.0,3.2,0.56333256
5.0,3.2,0.56333256
10.0,3.2,0.56333256
15.0,3.2,0.56333256
20.0,3.2,0.56333303
25.0,3.2,0.56333286
30.0,3.2,0.56333286
35.0,3.2,0.56333286
40.0,3.2,0.5633328
45.0,3.2,0.5633328
50.0,3.2,0.5633328
55.0,3.2,0.5633328
60.0,3.2,0.5633328
65.0,3.2,0.56333286
70.0,3.2,0.5633328
75.0,3.2,0.5633328
80.0,3.2,0.56333286
0.0,3.4000000000000004,0.5633328
5.0,3.4000000000000004,0.56333286
10.0,3.4000000000000004,0.56333286
15.0,3.4000000000000004,0.56333286
20.0,3.4000000000000004,0.56333286
25.0,3.4000000000000004,0.56333286
30.0,3.4000000000000004,0.56333286
35.0,3.4000000000000004,0.56333286
40.0,3.4000000000000004,0.56333286
45.0,3.4000000000000004,0.56333286
50.0,3.4000000000000004,0.56333286
55.0,3.4000000000000004,0.56333286
60.0,3.4000000000000004,0.56333303
65.0,3.4000000000000004,0.5633329
70.0,3.4000000000000004,0.5633329
75.0,3.4000000000000004,0.5633329
80.0,3.4000000000000004,0.5633329
0.0,3.6,0.5633329
5.0,3.6,0.5633329
10.0,3.6,0.5633329
15.0,3.6,0.5633329
20.0,3.6,0.5633329
25.0,3.6,0.5633329
30.0,3.6,0.5633329
35.0,3.6,0.5633329
40.0,3.6,0.5633329
45.0,3.6,0.5633329
50.0,3.6,0.5633329
55.0,3.6,0.5633329
60.0,3.6,0.5633329
65.0,3.6,0.5633329
70.0,3.6,0.5633329
75.0,3.6,0.5633329
80.0,3.6,0.5633329
0.0,3.8000000000000003,0.5633329
5.0,3.8000000000000003,0.5633329
10.0,3.8000000000000003,0.5633329
15.0,3.8000000000000003,0.563333
20.0,3.8000000000000003,0.563333
25.0,3.8000000000000003,0.563333
30.0,3.8000000000000003,0.563333
35.0,3.8000000000000003,0.563333
40.0,3.8000000000000003,0.563333
45.0,3.8000000000000003,0.563333
50.0,3.8000000000000003,0.563333
55.0,3.8000000000000003,0.563333
60.0,3.8000000000000003,0.563333
65.0,3.8000000000000003,0.563333
70.0,3.8000000000000003,0.563333
75.0,3.8000000000000003,0.563333
80.0,3.8000000000000003,0.563333
0.0,4.0,0.563333
5.0,4.0,0.563333
10.0,4.0,0.563333
15.0,4.0,0.563333
20.0,4.0,0.563333
25.0,4.0,0.563333
30.0,4.0,0.563333
35.0,4.0,0.563333
40.0,4.0,0.563333
45.0,4.0,0.563333
50.0,4.0,0.563333
55.0,4.0,0.56333303
60.0,4.0,0.563333
65.0,4.0,0.563333
70.0,4.0,0.563333
75.0,4.0,0.563333
80.0,4.0,0.563333
0.0,4.2,0.563333
5.0,4.2,0.563333
10.0,4.2,0.563333
15.0,4.2,0.563333
20.0,4.2,0.563333
25.0,4.2,0.563333
30.0,4.2,0.563333
35.0,4.2,0.563333
40.0,4.2,0.563333
45.0,4.2,0.563333
50.0,4.2,0.563333
55.0,4.2,0.563333
60.0,4.2,0.563333
65.0,4.2,0.563333
70.0,4.2,0.563333
75.0,4.2,0.563333
80.0,4.2,0.563333
0.0,4.4,0.563333
5.0,4.4,0.563333
10.0,4.4,0.563333
15.0,4.4,0.563333
20.0,4.4,0.563333
25.0,4.4,0.563333
30.0,4.4,0.563333
35.0,4.4,0.563333
40.0,4.4,0.563333
45.0,4.4,0.563333
50.0,4.4,0.563333
55.0,4.4,0.563333
60.0,4.4,0.563333
65.0,4.4,0.563333
70.0,4.4,0.563333
75.0,4.4,0.563333
80.0,4.4,0.563333
0.0,4.6000000000000005,0.563333
5.0,4.6000000000000005,0.563333
10.0,4.6000000000000005,0.563333
15.0,4.6000000000000005,0.563333
20.0,4.6000000000000005,0.563333
25.0,4.6000000000000005,0.563333
30.0,4.6000000000000005,0.563333
35.0,4.6000000000000005,0.563333
40.0,4.6000000000000005,0.563333
45.0,4.6000000000000005,0.563333
50.0,4.6000000000000005,0.49481964
55.0,4.6000000000000005,0.54786325
60.0,4.6000000000000005,0.43747133
65.0,4.6000000000000005,0.426674
70.0,4.6000000000000005,0.32748854
75.0,4.6000000000000005,0.34725985
80.0,4.6000000000000005,0.39276823
0.0,4.800000000000001,0.43941838
5.0,4.800000000000001,0.44251737
10.0,4.800000000000001,0.44309306
15.0,4.800000000000001,0.4384567
20.0,4.800000000000001,0.42892948
25.0,4.800000000000001,0.41570622
30.0,4.800000000000001,0.40154022
35.0,4.800000000000001,0.38971254
40.0,4.800000000000001,0.38119426
45.0,4.800000000000001,0.37532964
50.0,4.800000000000001,0.37061724
55.0,4.800000000000001,0.36554763
60.0,4.800000000000001,0.36140293
65.0,4.800000000000001,0.35930768
70.0,4.800000000000001,0.35832295
75.0,4.800000000000001,0.35858318
80.0,4.800000000000001,0.38014498
0.0,5.0,0.45022917
5.0,5.0,0.7850765
10.0,5.0,0.6906936
15.0,5.0,0.75727504
20.0,5.0,0.6932119
25.0,5.0,0.66857344
30.0,5.0,0.6259834
35.0,5.0,0.59773237
40.0,5.0,0.5780759
45.0,5.0,0.5661921
50.0,5.0,0.559058
55.0,5.0,0.55482763
60.0,5.0,0.5522785
65.0,5.0,0.55073273
70.0,5.0,0.54979247
75.0,5.0,0.5492251
80.0,5.0,0.5488866
0.0,5.2,0.54868686
5.0,5.2,0.5485705
10.0,5.2,0.5485035
15.0,5.2,0.54846334
20.0,5.2,0.54843813
25.0,5.2,0.5484232
30.0,5.2,0.5484172
35.0,5.2,0.5484131
40.0,5.2,0.5484083
45.0,5.2,0.54673433
50.0,5.2,0.5552034
55.0,5.2,0.55334383
60.0,5.2,0.55467045
65.0,5.2,0.55451155
70.0,5.2,0.55474424
75.0,5.2,0.55478406
80.0,5.2,0.5548488
0.0,5.4,0.5548824
5.0,5.4,0.55491304
10.0,5.4,0.55493844
15.0,5.4,0.55496395
20.0,5.4,0.5549912
25.0,5.4,0.5550221
30.0,5.4,0.55505824
35.0,5.4,0.55510104
40.0,5.4,0.555152
45.0,5.4,0.5552128
50.0,5.4,0.555285
55.0,5.4,0.55536973
60.0,5.4,0.5554684
65.0,5.4,0.55557567
70.0,5.4,0.555688
75.0,5.4,0.55578125
80.0,5.4,0.5558243
0.0,5.6000000000000005,0.55361223
5.0,5.6000000000000005,0.5599321
10.0,5.6000000000000005,0.55922294
15.0,5.6000000000000005,0.56013185
20.0,5.6000000000000005,0.5601932
25.0,5.6000000000000005,0.56040096
30.0,5.6000000000000005,0.5604942
35.0,5.6000000000000005,0.5605852
40.0,5.6000000000000005,0.5606517
45.0,5.6000000000000005,0.5607096
50.0,5.6000000000000005,0.56075937
55.0,5.6000000000000005,0.5608047
60.0,5.6000000000000005,0.5608469
65.0,5.6000000000000005,0.56088734
70.0,5.6000000000000005,0.5609268
75.0,5.6000000000000005,0.56096566
80.0,5.6000000000000005,0.5610044
0.0,5.800000000000001,0.56104314
5.0,5.800000000000001,0.56108207
10.0,5.800000000000001,0.5611211
15.0,5.800000000000001,0.56115997
20.0,5.800000000000001,0.56119764
25.0,5.800000000000001,0.5612314
30.0,5.800000000000001,0.5612587
35.0,5.800000000000001,0.5612742
40.0,5.800000000000001,0.5612796
45.0,5.800000000000001,0.5623741
50.0,5.800000000000001,0.56229085
55.0,5.800000000000001,0.56243706
60.0,5.800000000000001,0.56244946
65.0,5.800000000000001,0.56248474
70.0,5.800000000000001,0.5625023
75.0,5.800000000000001,0.5625192
80.0,5.800000000000001,0.5625315
0.0,6.0,0.56254166
5.0,6.0,0.5625499
10.0,6.0,0.56255686
15.0,6.0,0.5625629
20.0,6.0,0.56256825
25.0,6.0,0.5625732
30.0,6.0,0.5625778
35.0,6.0,0.5625822
40.0,6.0,0.5625865
45.0,6.0,0.56259066
50.0,6.0,0.5625948
55.0,6.0,0.56259876
60.0,6.0,0.5626027
65.0,6.0,0.56260645
70.0,6.0,0.56260973
75.0,6.0,0.5626117
80.0,6.0,0.5630212
0.0,6.2,0.5629691
5.0,6.2,0.56295884
10.0,6.2,0.56293446
15.0,6.2,0.5629282
20.0,6.2,0.5629258
25.0,6.2,0.56292737
30.0,6.2,0.56292975
35.0,6.2,0.56293225
40.0,6.2,0.5629344
45.0,6.2,0.5629362
50.0,6.2,0.5629377
55.0,6.2,0.56293887
60.0,6.2,0.56293976
65.0,6.2,0.5629406
70.0,6.2,0.5629413
75.0,6.2,0.5629419
80.0,6.2,0.5629424
0.0,6.4,0.562943
5.0,6.4,0.56294346
10.0,6.4,0.5629439
15.0,6.4,0.56294435
20.0,6.4,0.56294477
25.0,6.4,0.5629451
30.0,6.4,0.56294537
35.0,6.4,0.56327784
40.0,6.4,0.5631337
45.0,6.4,0.5631277
50.0,6.4,0.5630918
55.0,6.4,0.56308377
60.0,6.4,0.563078
65.0,6.4,0.56307757
70.0,6.4,0.5630781
75.0,6.4,0.5630794
80.0,6.4,0.5630806
0.0,6.6000000000000005,0.5630817
5.0,6.6000000000000005,0.5630825
10.0,6.6000000000000005,0.5630832
15.0,6.6000000000000005,0.56308365
20.0,6.6000000000000005,0.563084
25.0,6.6000000000000005,0.56308436
30.0,6.6000000000000005,0.56308454
35.0,6.6000000000000005,0.5630847
40.0,6.6000000000000005,0.56308484
45.0,6.6000000000000005,0.56308496
50.0,6.6000000000000005,0.563085
55.0,6.6000000000000005,0.5630851
60.0,6.6000000000000005,0.56308514
65.0,6.6000000000000005,0.5630852
70.0,6.6000000000000005,0.5630852
75.0,6.6000000000000005,0.5633212
80.0,6.6000000000000005,0.5632135
0.0,6.800000000000001,0.5632088
5.0,6.800000000000001,0.5631814
10.0,6.800000000000001,0.5631747
15.0,6.800000000000001,0.56316984
20.0,6.800000000000001,0.5631692
25.0,6.800000000000001,0.56316936
30.0,6.800000000000001,0.5631703
35.0,6.800000000000001,0.5631712
40.0,6.800000000000001,0.56317204
45.0,6.800000000000001,0.5631727
50.0,6.800000000000001,0.5631733
55.0,6.800000000000001,0.5631737
60.0,6.800000000000001,0.563174
65.0,6.800000000000001,0.56317425
70.0,6.800000000000001,0.56317437
75.0,6.800000000000001,0.56317455
80.0,6.800000000000001,0.5631746
0.0,7.0,0.56317466
5.0,7.0,0.5631747
10.0,7.0,0.5631747
15.0,7.0,0.5631748
20.0,7.0,0.5631748
25.0,7.0,0.5631748
30.0,7.0,0.5633323
35.0,7.0,0.56326425
40.0,7.0,0.56326133
45.0,7.0,0.56324327
50.0,7.0,0.5632385
55.0,7.0,0.56323504
60.0,7.0,0.56323445
65.0,7.0,0.56323457
70.0,7.0,0.5632351
75.0,7.0,0.56323576
80.0,7.0,0.5632364
0.0,7.2,0.56323695
5.0,7.2,0.56323737
10.0,7.2,0.56323767
15.0,7.2,0.56323797
20.0,7.2,0.56323814
25.0,7.2,0.56323826
30.0,7.2,0.5632384
35.0,7.2,0.56323844
40.0,7.2,0.5632385
45.0,7.2,0.56323856
50.0,7.2,0.56323856
55.0,7.2,0.5632386
60.0,7.2,0.5632386
65.0,7.2,0.5632386
70.0,7.2,0.563336
75.0,7.2,0.563297
80.0,7.2,0.5632956
0.0,7.4,0.5632849
5.0,7.4,0.56328195
10.0,7.4,0.56327975
15.0,7.4,0.5632794
20.0,7.4,0.5632794
25.0,7.4,0.56327975
30.0,7.4,0.5632802
35.0,7.4,0.56328064
40.0,7.4,0.563281
45.0,7.4,0.5632813
50.0,7.4,0.56328154
55.0,7.4,0.5632817
60.0,7.4,0.56328183
65.0,7.4,0.563282
70.0,7.4,0.5632821
75.0,7.4,0.56328213
80.0,7.4,0.56328213
0.0,7.6000000000000005,0.5632822
5.0,7.6000000000000005,0.5632822
10.0,7.6000000000000005,0.56328225
15.0,7.6000000000000005,0.56328225
20.0,7.6000000000000005,0.56328225
25.0,7.6000000000000005,0.56333643
30.0,7.6000000000000005,0.5633163
35.0,7.6000000000000005,0.56331587
40.0,7.6000000000000005,0.56331015
45.0,7.6000000000000005,0.5633086
50.0,7.6000000000000005,0.56330746
55.0,7.6000000000000005,0.5633072
60.0,7.6000000000000005,0.5633073
65.0,7.6000000000000005,0.5633075
70.0,7.6000000000000005,0.56330776
75.0,7.6000000000000005,0.563308
80.0,7.6000000000000005,0.56330824
0.0,7.800000000000001,0.5633084
5.0,7.800000000000001,0.5633086
10.0,7.800000000000001,0.5633087
15.0,7.800000000000001,0.5633088
20.0,7.800000000000001,0.56330884
25.0,7.800000000000001,0.5633089
30.0,7.800000000000001,0.56330895
35.0,7.800000000000001,0.56330895
40.0,7.800000000000001,0.563309
45.0,7.800000000000001,0.563309
50.0,7.800000000000001,0.5633091
55.0,7.800000000000001,0.5633091
60.0,7.800000000000001,0.5633091
65.0,7.800000000000001,0.5633355
70.0,7.800000000000001,0.5633263
75.0,7.800000000000001,0.56332624
80.0,7.800000000000001,0.5633236
0.0,8.0,0.5633229
5.0,8.0,0.56332237
10.0,8.0,0.5633223
15.0,8.0,0.5633223
20.0,8.0,0.5633224
25.0,8.0,0.5633226
30.0,8.0,0.5633227
35.0,8.0,0.56332284
40.0,8.0,0.56332296
45.0,8.0,0.563323
50.0,8.0,0.56332314
55.0,8.0,0.5633232
60.0,8.0,0.5633232
65.0,8.0,0.56332326
70.0,8.0,0.56332326
75.0,8.0,0.56332326
80.0,8.0,0.5633233
0.0,8.200000000000001,0.5633233
5.0,8.200000000000001,0.5633233
10.0,8.200000000000001,0.5633234
15.0,8.200000000000001,0.5633234
20.0,8.200000000000001,0.56333435
25.0,8.200000000000001,0.5633307
30.0,8.200000000000001,0.56333077
35.0,8.200000000000001,0.5633297
40.0,8.200000000000001,0.56332946
45.0,8.200000000000001,0.5633292
50.0,8.200000000000001,0.5633292
55.0,8.200000000000001,0.5633292
60.0,8.200000000000001,0.5633293
65.0,8.200000000000001,0.56332934
70.0,8.200000000000001,0.5633294
75.0,8.200000000000001,0.56332946
80.0,8.200000000000001,0.5633295
0.0,8.4,0.5633296
5.0,8.4,0.5633296
10.0,8.4,0.5633296
15.0,8.4,0.5633297
20.0,8.4,0.5633297
25.0,8.4,0.5633297
30.0,8.4,0.5633297
35.0,8.4,0.5633297
40.0,8.4,0.5633297
45.0,8.4,0.5633297
50.0,8.4,0.5633297
55.0,8.4,0.5633297
60.0,8.4,0.5633335
65.0,8.4,0.5633323
70.0,8.4,0.5633324
75.0,8.4,0.563332
80.0,8.4,0.5633319
0.0,8.6,0.56333184
5.0,8.6,0.56333184
10.0,8.6,0.56333184
15.0,8.6,0.56333184
20.0,8.6,0.5633319
25.0,8.6,0.5633319
30.0,8.6,0.56333196
35.0,8.6,0.56333196
40.0,8.6,0.56333196
45.0,8.6,0.56333196
50.0,8.6,0.563332
55.0,8.6,0.5633321
60.0,8.6,0.5633321
65.0,8.6,0.5633321
70.0,8.6,0.5633321
75.0,8.6,0.5633321
80.0,8.6,0.5633321
0.0,8.8,0.5633321
5.0,8.8,0.5633321
10.0,8.8,0.5633321
15.0,8.8,0.56333315
20.0,8.8,0.5633328
25.0,8.8,0.5633328
30.0,8.8,0.5633327
35.0,8.8,0.5633327
40.0,8.8,0.5633327
45.0,8.8,0.5633327
50.0,8.8,0.5633327
55.0,8.8,0.5633327
60.0,8.8,0.5633327
65.0,8.8,0.5633327
70.0,8.8,0.5633327
75.0,8.8,0.5633327
80.0,8.8,0.56333274
0.0,9.0,0.56333274
5.0,9.0,0.56333274
10.0,9.0,0.56333274
15.0,9.0,0.5633328
20.0,9.0,0.56333274
25.0,9.0,0.56333274
30.0,9.0,0.56333274
35.0,9.0,0.56333274
40.0,9.0,0.5633328
45.0,9.0,0.5633328
50.0,9.0,0.5633328
55.0,9.0,0.56333303
60.0,9.0,0.5633329
65.0,9.0,0.5633329
70.0,9.0,0.5633329
75.0,9.0,0.5633329
80.0,9.0,0.5633329
0.0,9.200000000000001,0.5633329
5.0,9.200000000000001,0.5633329
10.0,9.200000000000001,0.5633329
15.0,9.200000000000001,0.5633329
20.0,9.200000000000001,0.5633329
25.0,9.200000000000001,0.5633329
30.0,9.200000000000001,0.5633329
35.0,9.200000000000001,0.5633329
40.0,9.200000000000001,0.5633329
45.0,9.200000000000001,0.5633329
50.0,9.200000000000001,0.5633329
55.0,9.200000000000001,0.5633329
60.0,9.200000000000001,0.5633329
65.0,9.200000000000001,0.5633329
70.0,9.200000000000001,0.5633329
75.0,9.200000000000001,0.5633329
80.0,9.200000000000001,0.5633329
0.0,9.4,0.5633329
5.0,9.4,0.5633329
10.0,9.4,0.563333
15.0,9.4,0.5633329
20.0,9.4,0.563333
25.0,9.4,0.563333
30.0,9.4,0.5633329
35.0,9.4,0.5633329
40.0,9.4,0.563333
45.0,9.4,0.563333
50.0,9.4,0.563333
55.0,9.4,0.563333
60.0,9.4,0.563333
65.0,9.4,0.563333
70.0,9.4,0.563333
75.0,9.4,0.563333
80.0,9.4,0.563333
0.0,9.600000000000001,0.563333
5.0,9.600000000000001,0.563333
10.0,9.600000000000001,0.563333
15.0,9.600000000000001,0.563333
20.0,9.600000000000001,0.563333
25.0,9.600000000000001,0.563333
30.0,9.600000000000001,0.563333
35.0,9.600000000000001,0.5633329
40.0,9.600000000000001,0.5633329
45.0,9.600000000000001,0.5633329
50.0,9.600000000000001,0.48415446
55.0,9.600000000000001,0.4964664
60.0,9.600000000000001,0.40280917
65.0,9.600000000000001,0.33729824
70.0,9.600000000000001,0.27587172
75.0,9.600000000000001,0.26667103
80.0,9.600000000000001,0.29630193
0.0,9.8,0.32691294
5.0,9.8,0.3497213
10.0,9.8,0.36169773
15.0,9.8,0.36200798
20.0,9.8,0.3565048
25.0,9.8,0.34959593
30.0,9.8,0.3428802
35.0,9.8,0.33710515
40.0,9.8,0.33242524
45.0,9.8,0.3286702
50.0,9.8,0.3256769
55.0,9.8,0.3232719
60.0,9.8,0.32104737
65.0,9.8,0.31739202
70.0,9.8,0.30603397
75.0,9.8,0.3366331
80.0,9.8,0.39813584
0.0,10.0,0.4476461
5.0,10.0,0.81234896
10.0,10.0,0.6751781
15.0,10.0,0.75577843
20.0,10.0,0.68602014
25.0,10.0,0.67811006
30.0,10.0,0.63955444
35.0,10.0,0.6184837
40.0,10.0,0.59913033
45.0,10.0,0.5866156
50.0,10.0,0.5774642
55.0,10.0,0.5712967
60.0,10.0,0.56683826
65.0,10.0,0.5635674
70.0,10.0,0.5609999
75.0,10.0,0.5588953
80.0,10.0,0.55708516
